company,drug,streak,start,end,reasons,color,type,info
Hospira,morphines,2,10/1/13,11/8/13,manufacturing delays,blue,pediatric;analgesia;,1 mg/mL- 30 mL PCA vial (NDC 0409-2029-02)  Available Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;25 mg/mL- 10 mL Add-Vantage vial (NDC 0409-6179-14)--  Available Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;50 mg/mL- 20 mL vial (NDC 0409-1134-03) Available Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;5 mg/mL; 30 mL PCA vial (NDC 0409-6028-04) Available--  Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;50 mg/mL- 50 mL vial (NDC 0409-1134-05) Next delivery late August--Estimated recovery 4Q 2013. Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;25 mg/mL; 4 mL Add-vantage vial (NDC 0409-6177-14) Next delivery late August--Estimated recovery: August Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;25 mg/mL; 4 mL Add-vantage vial (NDC 0409-6177-14) Next delivery early September--Estimated recovery: 4Q 2013 Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--;50 mg/mL- 50 mL vial (NDC 0409-1134-05) Next delivery October--Estimated recovery 4Q 2013. Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Manufacturing delay/Available--
WestWard,morphines,1,3/16/12,9/1/13,; demand increase,orange,pediatric;analgesia;,"Information Pending;West-Ward has limited availability of the 15 mg/mL- 1 mL vial and 10 mg/mL in both 1 mL and 10 mL vials.  All other presentations are on backorder. West-Ward has accelerated production on all morphine codes and is projecting to have multiple lots available by the end of March with additional units released in April 2012. Additional lots are also scheduled to be manufactured with an estimated availability in the May - June 2012 timeframe. Product will be made available as it is released.;Increase in product demand West-Ward has limited availability of the 15 mg/mL- 1 mL vial and 10 mg/mL in both 1 mL and 10 mL vials.  All other presentations are on backorder. West-Ward has accelerated production on all morphine codes and is projecting to have multiple lots available by the end of March with additional units released in April 2012. Additional lots are also scheduled to be manufactured with an estimated availability in the May - June 2012 timeframe. Product will be made available as it is released.;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Backordered West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.--Product will be made available as it is released.--Shortage per Manufacturer:--Increase in product demand due to market supply issues.;1 mL vial- 10 mg/mL) --
-- (NDC 0641-6070-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;10mL vial- 10 mg/mL--
-- (NDC 0641-6068-01) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;1 mL vial- 5 mg/mL--
-- (NDC 0641-6073-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;1 mL vial- 8 mg/mL--
-- (NDC 0641-6075-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;20 mL vial- 15 mg/mL--
-- (NDC 0641-6072-01) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;1 mL vial- 15 mg/mL--
-- (NDC 0641-6071-25) Backordered West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July ? August 2012 timeframe.
-- Product will be made available as it is released.
-- Shortage per Manufacturer:--
-- Increase in product demand due to market supply issues.;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available in limited quantities West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the January ? February 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Backordered--  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available in limited quantities   West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the February-March 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Available in limited quantities  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available in limited quantities   West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in the July-August 2013 timeframe.--Product will be made available as it is released--;1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Currently experiencing a backorder situation West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Currently experiencing a backorder situation West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--"
WestWard,morphines,2,10/1/13,11/8/13,demand increase,orange,pediatric;analgesia;,1 mL vial- 10 mg/mL) --(NDC 0641-6070-25) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 5 mg/mL--(NDC 0641-6073-25) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;10mL vial- 10 mg/mL--(NDC 0641-6068-01) Available West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 8 mg/mL--(NDC 0641-6075-25) Available  West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;1 mL vial- 15 mg/mL--(NDC 0641-6071-25) Currently experiencing a backorder situation West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--;20 mL vial- 15 mg/mL--(NDC 0641-6072-01) Currently experiencing a backorder situation West-Ward has accelerated production on all Morphine codes and is projecting to have additional inventory available for release in September 2013.--Product will be made available as it is released--
Amphastar,morphinesulfate,1,9/14/13,9/14/13,available,,;analgesia;,1mg/mL- 30mL PCA Vial (NDC 0548-1911-25)--  Available
Amphastar,morphinesulfate,2,3/25/14,3/25/14,,,;analgesia;,Morphine sulfate inj. USP 1mg/mL- 30 mL PCA Vial- NDC 0548-1911-25- new NDC 767329-1911-1 Available  --;NULL NULL NULL
APP,morphinesulfate,1,4/18/12,9/1/13,manufacturing site change; manufacturing delays,blue,;analgesia;,"APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012;Change in manufacturing sites APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10)   APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012--Shortage per Manufacturer:--Change in manufacturing sites;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--    APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012--Shortage per Manufacturer:--Change in manufacturing sites;1 mg/mL- 10 mL vial (NDC 63323-0292-10)   APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012--Shortage per Manufacturer:--Change in manufacturing sites;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80)   APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012--Shortage per Manufacturer:--Change in manufacturing sites;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Change in manufacturing sites;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Change in manufacturing sites;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Change in manufacturing sites;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Change in manufacturing sites;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--
-- Change in manufacturing sites;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--
--   APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--
-- Change in manufacturing sites;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--
-- Change in manufacturing sites;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--
-- Change in manufacturing sites;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Manufacturing delay;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Manufacturing delay;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date in fourth quarter of 2012 Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date of Q1 2013. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date of Q1 2013. Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date of Q1 2013. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release date of Q1 2013. Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay"
APP,morphinesulfate,2,10/1/13,11/8/13,manufacturing delays; manufacturing site change,blue,;analgesia;,0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay;1 mg/mL- 10 mL vial (NDC 63323-0292-10) APP has preservative-free Astramorph 0.5 mg/mL 2 mL ampules- 1 mg/mL 2 mL ampules and 10 mL ampules- and 0.5 mg/mL 10 mL vials on back order with an estimated release timing TBD. Shortage per Manufacturer:--Manufacturing delay
BD,morphinesulfate,1,12/28/13,3/25/14,,,;analgesia;,10 mg/mL single-use Pre-filled syringe (Preservative-Free) --(NDC 76045-008-10)  Estimate availability Early 2014--  Scaling up for launch;5 mg/mL single-use Pre-filled syringe (Preservative-Free) --(NDC 76045-006-10)  Estimate availability Early 2014--  Scaling up for launch;4 mg/mL single-use Pre-filled syringe (Preservative-Free) --(NDC 76045-005-10)  Estimate availability Early 2014 --  Scaling up for launch;8 mg/mL single-use Pre-filled syringe (Preservative-Free) --(NDC 76045-007-10)  Estimate availability Early 2014 Scaling up for launch--;2 mg/mL single-use Pre-filled syringe (Preservative-Free) --(NDC 76045-004-10)  Estimate availability Early 2014--  Scaling up for launch--
Fresenius,morphinesulfate,1,12/28/13,3/25/14,manufacturing delays,blue,;analgesia;,Astramorph PF--0.5 mg/mL 10 mL vial- 5 count (NDC 63323-0291-10) Fresenius Kabi has PF Astramorph on back order Shortage per Manufacturer:--Manufacturing delay;Astramorph PF--0.5 mg/mL 2 mL ampule- 10 count (NDC 63323-0291-80)--  Fresenius Kabi has PF Astramorph on back order Shortage per Manufacturer:--Manufacturing delay;Astramorph PF--1 mg/mL- 10 mL vial (NDC 63323-0292-10) Fresenius Kabi has PF Astramorph on back order Shortage per Manufacturer:--Manufacturing delay;Astramorph PF--1 mg/mL 2 mL ampule- 10 count (NDC 63323-0292-80) Fresenius Kabi has PF Astramorph on back order Shortage per Manufacturer:--Manufacturing delay
Glennmark,morphinesulfate,1,6/6/09,10/6/09,#,,;analgesia;,"~~~Roxane- has product available. See information in Related Information section.
--
--Mallinckrodt- Increased demand due to another manufacturer leaving the market.
--
-- 
--
-- 
--
-- 
--
-- 
--
-- 
--
-- 
--
-- 
--
-- 
--
-- 
--
--Lannett-Increased demand due to another manufacturer leaving the market.
--
--
--
--
--
--Glenmark- Increased demand due to another manufacturer leaving the market.;Roxane: Dear Healthcare Provider Letter and Label
--
-- 
--
-- 
--
--
--Mallinckrodt has the following products on back order and is releasing as soon as product becomes available: 15mL bottle with syringe (NDC 00406-8003-15) 15 mL bottle, package of 6 (NDC 00406-0830-15) 30 mL bottle with syringe (NDC 00406-8003-30) 30 mL bottle, package of 6 (NDC 00406-0830-30) 120 mL bottle with syringe (NDC 00406-8003-12) 120 mL bottle, package of 6 (NDC 00406-0830-12) 240 mL bottle with spoon (NDC 00406-8003-24) 240 mL bottle, package of 6 (NDC 00406-0830-24).
--
-- 
--
--
--Lannett has the following products on back order and is releasing as soon as product becomes available for (30ml NDC 00527-1425-36, 120ml NDC 00527-1425-62, 240ml NDC 00527-1425-63).
--
-- 
--
--
--Glenmark has the following presentations available and is releasing as soon as product becomes available (30ml NDC 68462-0349-37, 120ml NDC 68462-0349-21, 240ml NDC 68462-0349-24).~~~"
