company,drug,streak,start,end,reasons,color,type,info,,,,,,,,,,,,,
Akorn,sufentanil,1,3/16/12,3/25/14,material shortage; available,green,,"Akorn has the 5 mL ampule (NDC 17478-0050-05) available. 
 
 Akorn has the 1 mL and 2 mL ampules on back order and the company is now releasing the 1 mL ampules for distribution- and mid-March- 2012 for the 2 mL ampules);Material Shortage 1 mL ampoule  (NDC 17478-0050-01)-Releasing mid-April 2 mL  ampoule (NDC 17478-0050-02)-Releasing next week (week of March 19th) 5 mL ampoule (NDC 17478-0050-05)-Targeted release in May;1 mL ampoule  (NDC 17478-0050-01)-Releasing mid-April 2 mL  ampoule (NDC 17478-0050-02)-Releasing next week (week of March 19th) 5 mL ampoule (NDC 17478-0050-05)-Targeted release in May;;50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Available in wholesalers- releasing in September    Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50mcg/ml- 5ml ampule- 10 pack NDC 7478-0050-05 Available in wholesalers- releasing in August Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50 mcg/mL- 1 mL ampoule- 10 packNDC 17478-0050-01 Available in wholesalers- releasing in August Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50mcg/ml- 5ml ampule- 10 pack NDC 7478-0050-05 Readily available Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Available in wholesalers- releasing in November    Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50 mcg/mL- 1 mL ampoule- 10 packNDC 17478-0050-01 Available in wholesalers- releasing in October Quota request filed. (Per manufacturer) Shortage per Manufacturer: Delayed DEA response. (Per manufacturer);50 mcg/mL- 1 mL ampoule- 10 packNDC 17478-0050-01 Available in wholesalers- releasing in October NA;50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Available in wholesalers- releasing in November    NA;50mcg/ml- 5ml ampule- 10 pack NDC 7478-0050-05 Readily available NA;50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Readily available   NA;50mcg/ml- 5ml ampule- 10 pack NDC 7478-0050-05 Readily available   NA;50 mcg/mL- 1 mL ampoule- 10 packNDC 17478-0050-01 Readily available   NA;50 mcg/mL- 1 mL ampoule- 10 packNDC 17478-0050-01 Available in wholesalers.  Releasing in October.  N/A;50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Readily Available N/A;50 mcg/mL- 2 mL ampoule- 10 pack NDC 17478-0050-02 Available in wholesalers.  Releasing in October.  N/A;50mcg/ml- 5ml ampule- 10 pack NDC 7478-0050-05 Readily Available N/A;50mcg/ml- 5ml ampule- 10 pack (NDC 7478-0050-05) Available in wholesaler inventory (due for release in March).;50 mcg/mL- 1 mL ampoule- 10 pack(NDC 17478-0050-01) Readily Available;50 mcg/mL- 2 mL ampoule- 10 pack (NDC 17478-0050-02) Readily Available",,,,,,,,,,,,,
Hospira,sulfamethoxazole,1,8/20/10,9/23/10,demand increase,orange,,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.     Increased demand,,,,,,,,,,,,,
Teva,sulfamethoxazole,1,5/27/10,4/22/11,product recall,yellow,,Teva recalled Lot #31308526B/Exp. Date 9/12 of SMX/TMP Injection 10 ml vials to the retail level because some vials may have defective crimps. All sizes of vials are currently unavailable.;Teva recalled Lot #31308526B/Exp. Date 9/12 of SMX/TMP Injection 10 ml vials to the retail level because some vials may have defective crimps.;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.     Increased demand,,,,,,,,,,,,,
Teva,sulfamethoxazole,1,4/28/11,3/2/14,product recall; manufacturing delays; manufacturing practices requirements; available,yellow,,Teva manufactures 5 ml vials (NDC 00703-9503-03)- 10 ml vials (NDC 00703-9514-03) and 30 ml vials (NDC 00703-9526-01). Limited emergency supplies are available from Teva.;Teva is reviewing orders for sulfamethoxazole/trimethoprim injection in 5ml and 10 ml vials- and these are available for drop shipment only.  The 30ml vials are on back order and the company estimates a release date in third quarter of 2012.;Manufacturing delays Teva is reviewing orders for the 5mL and 10mL presentations- and are available for drop shipments only.  The 30mL is on back order and Teva estimates a release date in Q312.;Teva is reviewing orders for the 5mL and 10mL presentations- and are available for drop shipments only.  The 30mL is on back order and Teva estimates a release date in Q312.;;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 The 30 mL is on back order and Teva estimates a release date of Jan 2013. Shortage per Manufacturer: Manufacturing Delays;80 mg/16 mg/mL- 10 mL (NDC 00703-9514-03) Teva is reviewing orders for the 5mL and 10mL presentations prior to distribution. Shortage per Manufacturer: Manufacturing Delays;80 mg/16 mg/mL- 5 mL (NDC 00703-9503-03)   Teva is reviewing orders for the 5mL and 10mL presentations prior to distribution. Shortage per Manufacturer: Manufacturing Delays;80 mg/16 mg/mL- 5 mL (NDC 00703-9503-03)   Teva is on backorder for the 5mL. The 10mL presentation is available- orders are reviewed prior to distribution.;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 The 30 mL is on back order and Teva estimates a release date of Jan 2013.;80 mg/16 mg/mL- 10 mL (NDC 00703-9514-03) Teva is on backorder for the 5mL. The 10mL presentation is available- orders are reviewed prior to distribution.;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 The 30 mL is on back order and Teva can not estimate a release date at this time.;80 mg/16 mg/mL- 10 mL (NDC 00703-9514-03) Teva is on backorder for the 5mL and can not estimate a release date. The 10mL presentation is available- orders are reviewed prior to distribution.;80 mg/16 mg/mL- 5 mL (NDC 00703-9503-03)   Teva is on backorder for the 5mL and can not estimate a release date. The 10mL presentation is available- orders are reviewed prior to distribution.;80 mg/16 mg/mL- 10 mL (NDC 00703-9514-03) Teva is on backorder for the 5mL and can not estimate a release date. The 10mL presentation is availableand shipping.;80 mg/16 mg/mL- 5 mL (NDC 00703-9503-03)   Teva is on backorder for the 5mL and can not estimate a release date. The 10mL presentation is availableand shipping.;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 The 30 mL is on back order.  Teva anticipates product availability in Q313.;80 mg/16 mg/mL- 10 mL (NDC 00703-9514-03) Teva is on backorder for the 5mL and cannot estimate a release date at this time. The 10mL presentation is available and shipping.;80 mg/16 mg/mL- 5 mL (NDC 00703-9503-03)   Teva is on backorder for the 5mL and cannot estimate a release date at this time. The 10mL presentation is available and shipping.;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 The 30 mL is on back order.  Teva anticipates product availability in Q3 2013.;80 mg/16 mg/mL- 30 mL (NDC 00703-9526-01 Teva has the 30 mL product available.,,,,,,,,,,,,,
Genentech,tamiflu,1,1/19/11,4/22/11,demand increase,orange,,Increased demand,,,,,,,,,,,,,
Genentech,tamiflu,1,4/28/11,6/22/11,demand increase,orange,,"Genentech has Tamiflu for Oral Suspension on backorder- however supplies remain in distribution at wholesalers and pharmacies. Tamiflu 75mg- 45 mg and 30 mg capsules remain available. For those patients who have difficulty swallowing capsules- the contents can be mixed into sweetened liquids- such as chocolate syrup- as directed by a healthcare professional. If there is difficulty locating commercial Tamiflu for Oral Suspension- FDA would like to remind healthcare professionals of the FDA-approved Instructions for the emergency compounding of an oral suspension from Tamiflu 75 mg capsules. These instructions provide for an alternative oral suspension when commercially manufactured oral suspension formulation is not readily available. Please refer to the Tamiflu package insert for information regarding compounding an oral suspension from Tamiflu 75mg capsules or see the following link for healthcare professionals: Tamiflu;Genentech has Tamiflu for Oral Suspension on backorder- however supplies remain in distribution at wholesalers and pharmacies. Tamiflu 75mg- 45 mg and 30 mg capsules remain available. For those patients who have difficulty swallowing capsules- the contents can be mixed into sweetened liquids- such as chocolate syrup- as directed by a healthcare professional. 
 
 If there is difficulty locating commercial Tamiflu for Oral Suspension- FDA would like to remind healthcare professionals of the FDA-approved Instructions for the emergency compounding of an oral suspension from Tamiflu 75 mg capsules. These instructions provide for an alternative oral suspension when commercially manufactured oral suspension formulation is not readily available. 
 
 Please refer to the Tamiflu package insert for information regarding compounding an oral suspension from Tamiflu 75mg capsules or see the following link for healthcare professionals: Tamiflu",,,,,,,,,,,,,
Genentech,tamiflu,2,7/6/11,8/18/11,demand increase,orange,,Genentech plans to begin releasing Tamiflu for Oral Suspension in mid July.,,,,,,,,,,,,,
Roche,tamiflu,1,10/10/09,2/5/10,,,,See Related Information Section,,,,,,,,,,,,,
Covidien,technetium,1,6/6/09,12/19/10,Source issues,green,,Reduced supply due to material sourcing issues.,,,,,,,,,,,,,
Lantheus,technetium,1,6/6/09,12/19/10,Source issues,green,,Reduced supply due to material sourcing issues.,,,,,,,,,,,,,
Theravance,telavancin,1,3/6/13,3/25/14,available,,,PDS 250 mg (NDC 52118-002-01) Mid-2013;PDS 750 mg (NDC 52118-001-01) Mid-2013;PDS 250 mg (NDC 52118-002-01) Unavailable   Estimated availability is September or October 2013;PDS 750 mg (NDC 52118-001-01) Unavailable   Estimated availability is September or October 2013;PDS 750 mg (NDC 52118-001-01) Available Theravance- Inc. has commenced shipments of VIBATIV (telavancin) into the U.S. wholesaler channel. Additional information on ordering VIBATIV can be obtained by calling Theravance at:  1-855-7-THRX-SALES  (855-784-7972).;PDS 250 mg (NDC 52118-002-01) VIBATIV 250mg will be re-introduced in the future Theravance- Inc. has commenced shipments of VIBATIV (telavancin) into the U.S. wholesaler channel. Additional information on ordering VIBATIV can be obtained by calling Theravance at:  1-855-7-THRX-SALES  (855-784-7972).,,,,,,,,,,,,,
Astellas,telavancin,1,12/22/11,3/1/13,manufacturing delays,blue,,"Astellas has no estimated date of availability.   See the Dear Health Care Provider Letter (PDF - 97KB);Astellas has no estimated date of availability.   See the Dear Health Care Provider Letter (PDF - 142KB);Astellas has no estimated date of availability.
  
 See the Dear Health Care Provider Letter (PDF - 142KB);Manufacturing delays Astellas has no estimated date of availability.   See the Dear Health Care Provider Letter (PDF - 142KB);;PDS 250 mg (NDC 00469-3525-30) Astellas has no estimated date of availability. See the Dear Health Care Provider Letter (PDF - 142KB)34 Shortage per Manufacturer: Manufacturing delays;PDS 750 mg (NDC 00469-3575-50) Astellas has no estimated date of availability. See the Dear Health Care Provider Letter (PDF - 142KB)34 Shortage per Manufacturer: Manufacturing delays",,,,,,,,,,,,,
Teva,tetracycline,1,11/10/11,3/2/14,manufacturing delays; material shortage,green,,Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;Manufacturing delays Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;;250 mg- 100 count (NDC 00172-2416-60) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 100 count unit dose (00172-2407-10) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;250 mg- 100 count unit dose (NDC 00172-2416-10) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 1000 count (NDC 00172-2407-80) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;250 mg- 1000 count (NDC 00172-2416-80) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 100 count (NDC 00172-2407-60) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 1000 count (NDC 00172-2407-80) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;250 mg- 100 count unit dose (NDC 00172-2416-10) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;250 mg- 1000 count (NDC 00172-2416-80) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;500 mg- 100 count (NDC 00172-2407-60) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;500 mg- 100 count unit dose (00172-2407-10) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;250 mg- 100 count (NDC 00172-2416-60) Temporarily unavailable Teva has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.,,,,,,,,,,,,,
Watson,tetracycline,1,11/10/11,3/2/14,manufacturing delays; material shortage,green,,Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;Manufacturing delays Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date.;;250 mg- 100 count (NDC 00591-2234-01)   Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 1000 count (NDC 00591-2235-10)   Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;500 mg- 100 count (NDC 00591-2235-01)   Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;250 mg- 1000 count (NDC 00591-2234-10)   Watson has all tetracycline capsules temporarily unavailable and the company cannot estimate a release date. Shortage per Manufacturer: Manufacturing delays;250 mg- 100 count (NDC 00591-2234-01) Watson has all tetracycline capsules temporarily unavailable.    Estimated release Q4 2013.;250 mg- 1000 count (NDC 00591-2234-10) Watson has all tetracycline capsules temporarily unavailable.    Estimated release Q4 2013.;500 mg- 100 count (NDC 00591-2235-01) Watson has all tetracycline capsules temporarily unavailable.    Estimated release Q4 2013.;500 mg- 1000 count (NDC 00591-2235-10) Watson has all tetracycline capsules temporarily unavailable.    Estimated release Q4 2013.,,,,,,,,,,,,,
Adienne,thiotepa,1,5/18/11,3/25/14,[temporary import],brown,,Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market. Please see the Dear Healthcare Professional Letter (PDF - 1MB) for information about emergency supplies that are now available to help address the shortage.;;Please see the Dear Healthcare Professional Letter (PDF - 68KB)35 for information about emergency supplies that are now available to help address the shortage. Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.;Please see the Dear Healthcare Professional Letter (PDF - 68KB) for information about emergency supplies that are now available to help address the shortage. Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.;Please see the Dear Healthcare Professional Letter (PDF - 95KB) for information about emergency supplies that are now available to help address the shortage. Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.;100 mg vial Please see the Dear Healthcare Professional Letter (PDF - 95KB) for information about emergency supplies that are now available to help address the shortage. Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.;100 mg vial Please see the Dear Healthcare Professional Letter (PDF - 56KB) for information about emergency supplies that are now available to help address the shortage. Adverse Event Reporting Instructions (Urgent Thiotepa Update (PDF - 176KB) Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.;15 mg vial Please see the Dear Healthcare Professional Letter (PDF - 56KB) for information about emergency supplies that are now available to help address the shortage. Adverse Event Reporting Instructions (Urgent Thiotepa Update (PDF - 176KB) Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market.,,,,,,,,,,,,,
Bedford,thiotepa,1,11/21/09,3/12/10,manufacturing delays,blue,,Manufacturing delays  ,,,,,,,,,,,,,
Bedford,thiotepa,1,4/28/11,3/25/14,manufacturing delays; capacity constraints,blue,,"FDA awaiting additional information and will post when available. Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market. Please see Dear Healthcare Professional Letter (PDF - 1MB) for information about emergency supplies that are now available to help address the shortage.;FDA awaiting additional information and will post when available. 
 
 Adienne- in conjunction with the FDA- is initiating a temporary importation of Thiotepa for injection- to the United States market. Please see Dear Healthcare Professional Letter (PDF - 1MB) for information about emergency supplies that are now available to help address the shortage.;Bedford anticipates release mid-May.;Bedford anticipates release within the next three months.;Bedford has limited allocted quantiites of thiotepa (NDC 55390-0030-10) available for drop shipment- contact your local Bedford Account Executives.;Bedford has thiotepa (NDC 55390-0030-10) on backorder and the company cannot estimate a release date.;Bedford has thiotepa on backorder and the company cannot estimate a release date.;Bedford Laboratories has 15mg available in limited quantities.  Once this supply is depleted- the next estimated release dates are unknown. Availability of products is updated on the Bedford  Laboratories website.;Manufacturing delays Bedford Laboratories has 15mg available in limited quantities.  Once this supply is depleted- the next estimated release dates are unknown. Availability of products is updated on the Bedford  Laboratories website.;;15 mg/mL vial (NDC 55390-0030-10) Bedford Laboratories has 15mg available in limited quantities.  Once this supply is depleted- the next estimated release dates are unknown. Availability of products is updated on the Bedford  Laboratories website. Shortage per Manufacturer: Manufacturing delays;15 mg vial (NDC 53964-001) 100 mg vial (NDC 53964-002) Bedford Laboratories has 15mg available in limited quantities.  Once this supply is depleted- the next estimated release dates are unknown. Availability of products is updated on the Bedford  Laboratories website. Shortage per Manufacturer: Manufacturing delays;15 mg Inj VL 2 mL (NDC 5539003011) Unavailable Shortage per Manufacturer: Capacity constraints;15 mg Inj VL 2 mL (NDC 5539003011) Unavailable Shortage per Manufacturer: Capacity constraints   Availability of products is updated on the Bedford Laboratories website.;15 mg Inj VL 2 mL (NDC 5539-0030-10) Unavailable Shortage per Manufacturer: Capacity constraints   Availability of products is updated on the Bedford Laboratories website.;15 mg Inj VL 2 mL (NDC 5539-0030-10) Unavailable Shortage: Pending Manufacturing Change or Addition.   Availability of products are updated on the Bedford Laboratories website.",,,,,,,,,,,,,
Bedford,thiotepa,2,3/31/11,4/22/11,,,,unspecified;unspecified See related information section,,,,,,,,,,,,,
Genzyme,thyrogen,1,7/6/11,11/2/12,temporary delays,,,Thyrogen product supply has resumed shipment although temporary shipment delays remain.;A limited supply of Thyrogen was released to the U.S. market in June.  Due to unexpected delays in the release of three lots of Thyrogen- a stock-out is expected in July and will persist until these lots are released.  Temporary shipment delays will then continue to occur for the remainder of 2011 and throughout 2012.;Intermittent shipments of the product have resumed globally.  Genzyme continues to expect that Thyrogen supply constraints will occur through 2012.;Temporary Delays Intermittent shipments of the product have resumed globally.  Genzyme continues to expect that Thyrogen supply constraints will occur through 2012.;;1.1 mg vials- kit with 2 vials Thyrogen and 2 vials diluent (NDC 58468-1849-04) Intermittent shipments of the product have resumed globally.  Genzyme continues to expect that Thyrogen supply constraints will occur through 2012. Shortage per Manufacturer: Temporary Delays,,,,,,,,,,,,,
Genzyme,thyrogen,1,5/27/10,11/26/10,,,,Please see information in Related Information section.,,,,,,,,,,,,,
Forest,thyroid,1,4/28/11,6/22/11,manufacturing issues,blue,,FDA approved levothyroxine products continue to be available from multiple manufacturers.,,,,,,,,,,,,,
Forest,thyroid,1,2/14/10,4/22/11,manufacturing issues,blue,,Forest reports manufacturing issues involving the raw material and RLC reports increased demand. FDA has not ordered Forest or RLC to remove these thyroid (desiccated) tablets from the market.,,,,,,,,,,,,,
RLC,thyroid,1,2/14/10,4/22/11,manufacturing issues,blue,,Forest reports manufacturing issues involving the raw material and RLC reports increased demand. FDA has not ordered Forest or RLC to remove these thyroid (desiccated) tablets from the market.,,,,,,,,,,,,,
Forest,thyrolar,1,1/11/10,4/22/11,manufacturing delays,blue,,Manufacturing delays,,,,,,,,,,,,,
Forest,thyrolar,1,4/28/11,6/3/13,manufacturing delays,blue,,Forest has not yet reported when Thyrolar will be available.;Manufacturing delays Forest has not yet reported when Thyrolar will be available.;;Forest has not yet reported when Thyrolar will be available. Shortage per Manufacturer: Manufacturing delays,,,,,,,,,,,,,
Genzyme,thyrotropin,1,11/13/12,3/1/13,temporary delays,,,1.1 mg vials- kit with 2 vials Thyrogen and 2 vials diluent (NDC 58468-1849-04) Intermittent shipments of the product have resumed globally.  Genzyme continues to expect that Thyrogen supply constraints will occur through 2012. Shortage per Manufacturer: Temporary Delays,,,,,,,,,,,,,
GlaxoSmithKline,ticarcillin,1,9/1/12,3/25/14,manufacturing delays; discontinued; available,black,,31 gm/100 mL bulk package (NDC# 00029 -6579-21) Available Batches of the 3.1g/50mL vial are expected in mid November.       Shortage per Manufacturer: Manufacturing delay due to facility modifications.;3.1 gm ADDVantage vial (NDC# 00029 -6571-40) Discontinued with some supply still available. Batches of the 3.1g/50mL vial are expected in mid November.       Shortage per Manufacturer: Manufacturing delay due to facility modifications.;3.1 gm/50 mL vial (NDC# 00029-6571 -26) Out of stock Batches of the 3.1g/50mL vial are expected in mid November.       Shortage per Manufacturer: Manufacturing delay due to facility modifications.;31 gm/100 mL bulk package (NDC# 00029 -6579-21) Available 3.1g and 31g batches released in January 2013.  3.1g batches consumed with backorders.  Additional 3.1g supply is expected in February 2013.;3.1 gm ADDVantage vial (NDC# 00029 -6571-40) Discontinued with some supply still available. 3.1g and 31g batches released in January 2013.  3.1g batches consumed with backorders.  Additional 3.1g supply is expected in February 2013.;3.1 gm/50 mL vial (NDC# 00029-6571 -26) Out of stock 3.1g and 31g batches released in January 2013.  3.1g batches consumed with backorders.  Additional 3.1g supply is expected in February 2013.;3.1 gm ADDVantage vial (NDC# 00029 -6571-40) Discontinued   Additional supply is expected in July 2013.;3.1 gm/50 mL vial (NDC# 00029-6571 -26) Out of stock Additional supply is expected in July 2013.;31 gm/100 mL bulk package (NDC# 00029 -6579-21) Out of stock Additional supply is expected in July 2013.;31 gm/100 mL bulk package (NDC# 00029 -6579-21) Out of stock Additional supply is expected in January 2014.;3.1 gm ADDVantage vial (NDC# 00029 -6571-40) Discontinued;3.1 gm/50 mL vial (NDC# 00029-6571 -26) Out of stock Additional supply is expected in December 2013.,,,,,,,,,,,,,
Teva,ticlopidine,2,8/1/13,8/1/13,available,,,250 mg- 100 count (NDC 00093-0154-01) Available. Teva supply adequate to meet demand.,,,,,,,,,,,,,
Teva,ticlopidine,1,11/24/11,7/7/13,manufacturing delays; demand increase; available,blue,,Teva has ticlopidine tablets on back order and the company estimates a release date in first quarter- 2012.;Teva has ticlopidine tablets in stock.;Manufacturing delays Teva has ticlopidine tablets in stock.;;250 mg- 100 count (NDC 00093-0154-01) Available. Teva supply adequate to meet demand.,,,,,,,,,,,,,
Apotex,ticlopidine,1,11/24/11,7/7/13,manufacturing delays; production suspended,blue,,Apotex has ticlopidine tablets on back order and the company estimate a release date of February- 2012.;Apotex has ticlopidine tablets on back order and the company estimate a release date of May- 2012.;Manufacturing delays Apotex has Ticlopidine Tablets on back order and the company estimate a release date of May- 2012.;Apotex has Ticlopidine Tablets on back order and the company estimate a release date of May- 2012.;;Ticlopidine Tablets  250 mg- 500 count   (NDC 60505-0027-07) Temporarily unavailable.   Tenatative release revised to Nov-Dec 2012. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets 250 mg- 30 count (NDC 60505-0027-02) Temporarily unavailable.   Tenatative release revised to Nov-Dec 2012. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets  250 mg- 60 count (NDC 60505-0027-04) Temporarily unavailable.   Tenatative release revised to Nov-Dec 2012. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets  250 mg- 60 count (NDC 60505-0027-04) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets  250 mg- 500 count   (NDC 60505-0027-07) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets 250 mg- 30 count (NDC 60505-0027-02) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.,,,,,,,,,,,,,
Apotex,ticlopidine,2,8/1/13,8/1/13,production suspended,,,Ticlopidine Tablets  250 mg- 60 count (NDC 60505-0027-04) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets 250 mg- 30 count (NDC 60505-0027-02) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.;Ticlopidine Tablets  250 mg- 500 count   (NDC 60505-0027-07) Temporarily unavailable.   Tenatative release revised to Feb-March 2013. Shortage per Manufacturer: This product is unavailable.,,,,,,,,,,,,,
Pfizer,tikosyn,1,11/27/09,1/11/10,manufacturing delays,blue,,Manufacturing delays,,,,,,,,,,,,,
APP,tobramycin,1,12/8/11,8/4/12,demand increase; available; ,orange,,"APP has tobramycin solution for injection 40 mg/mL 2 mL vials on back order and the company estimates a release date of early-December- 2011.   APP has all tobramycin 1.2 gram lyophilized powder for injection presentations on back order and the company estimates a release date of late-December- 2011.;APP has tobramycin solution for injection 40 mg/mL 2 mL vials on back order and the company estimates a release date of early-December- 2011.
  
 APP has all tobramycin 1.2 gram lyophilized powder for injection presentations on back order and the company estimates a release date of late-December- 2011.;The 40 mg/mL 2 mL vials are on back order with an estimated release date of mid-February- 2012.   APP has tobramycin solution for injection 40 mg/mL 2 mL vials on intermittent back order. Product may be available at wholesalers. The 40 mg/mL 50 mL vials are on back order with an estimated release date of  mid-February- 2012.  The NovaPlus vials are available.  Please check wholesaler inventory for both.   APP has available tobramycin 1.2 gram lyophilized powder for injection presentations. Please check wholesaler inventory.;APP has available tobramycin 1.2 gram lyophilized powder for injection presentations. Please check wholesaler inventory. 
 
 The 40 mg/mL 2 mL vials are available ? check wholesalers for inventory. 
 
 APP has tobramycin solution for injection 10 mg/mL 2 mL vials on intermittent back order. Product may be available at wholesalers. 
 
 The 40 mg/mL 50 mL vials are available.  Please check wholesaler inventory.;Increase in demand/manufacturing delays APP has available tobramycin 1.2 gram lyophilized powder for injection presentations. Please check wholesaler inventory. The 40 mg/mL 2 mL vials are available ? check wholesalers for inventory. APP has tobramycin solution for injection 10 mg/mL 2 mL vials on intermittent back order. Product may be available at wholesalers. The 40 mg/mL 50 mL vials are available.  Please check wholesaler inventory.;APP has available tobramycin 1.2 gram lyophilized powder for injection presentations. Please check wholesaler inventory. The 40 mg/mL 2 mL vials are available ? check wholesalers for inventory. APP has tobramycin solution for injection 10 mg/mL 2 mL vials on intermittent back order. Product may be available at wholesalers. The 40 mg/mL 50 mL vials are available.  Please check wholesaler inventory.;APP has all presentations of Tobramycin available - check wholesalers for inventory.;",,,,,,,,,,,,,
Teva,tobramycin,1,12/8/11,8/4/12,manufacturing delays,blue,,Teva has all tobramycin 40 mg/mL solution for injection on long term back order and the company cannot estimate a release date.;Manufacturing delays Teva has all tobramycin 40 mg/mL solution for injection on long term back order and the company cannot estimate a release date.;,,,,,,,,,,,,,
